Unique Identifier,Product,What is your gender? - label,What is your gender? - value,What is your age group? - label,What is your age group? - value,How much do you like or dislike the PACKAGING for this product? - label,How much do you like or dislike the PACKAGING for this product? - value,In scale 1-10 how much do you think this description match with the product PACKAGING - FUN,In scale 1-10 how much do you think this description match with the product PACKAGING - CONVENIENT,In scale 1-10 how much do you think this description match with the product PACKAGING - FAMILIAR,In scale 1-10 how much do you think this description match with the product PACKAGING - CHEAP,In scale 1-10 how much do you think this description match with the product PACKAGING - BORING,In scale 1-10 how much do you think this description match with the product PACKAGING - INDIFFERENT,In scale 1-10 how much do you think this description match with the product PACKAGING - PLAIN,In scale 1-10 how much do you think this description match with the product PACKAGING - PREMIUM,"Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - label","Before tasting the product, how likely would you be to purchase this product, if you didn't have to buy it for this study? - value",Open the packaging. How much do you like or dislike the APPEARANCE of the products? - label,Open the packaging. How much do you like or dislike the APPEARANCE of the products? - value,How would you rate the AMOUNT OF SEASONING of the products? - label,How would you rate the AMOUNT OF SEASONING of the products? - value,Taste the products. How do you like the products OVERALL? - label,Taste the products. How do you like the products OVERALL? - value,How much do you like or dislike the FLAVOR of the products? - label,How much do you like or dislike the FLAVOR of the products? - value,How would you rate the FLAVOR of the products? - label,How would you rate the FLAVOR of the products? - value,How much do you like or dislike the TEXTURE of the products? - label,How much do you like or dislike the TEXTURE of the products? - value,How much do you like or dislike the AFTERTASTE of the products? - label,How much do you like or dislike the AFTERTASTE of the products? - value,"Now that you have tasted the products, how likely would you be to re-purchase the products? - label","Now that you have tasted the products, how likely would you be to re-purchase the products? - value"
100803,E,Female,2,18-34,2,Like Moderately (7),7,8,8,7,5,2,2,5,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100804,E,Male,1,35-44,3,Like Moderately (7),7,5,5,8,3,3,8,6,2,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100805,E,Female,2,18-34,2,Like Moderately (7),7,4,5,5,3,3,2,3,8,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Extremely (9),9,Like Very Much (8),8,Probably would purchase (4),4
100806,E,Female,2,45-55,4,Like Very Much (8),8,5,8,8,3,3,3,5,3,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Might or might not purchase (3),3
100807,E,Female,2,35-44,3,Like Very Much (8),8,8,5,7,3,3,8,2,4,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Just about right (3),3,Dislike Slightly (4),4,Dislike Very Much (2),2,Probably would not purchase (2),2
100808,E,Female,2,45-55,4,Like Moderately (7),7,5,7,3,7,2,2,3,5,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Dislike Slightly (4),4,Probably would purchase (4),4
100809,E,Female,2,18-34,2,Like Slightly (6),6,5,2,7,3,3,5,3,6,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100810,E,Female,2,35-44,3,Like Very Much (8),8,5,6,7,2,2,6,3,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Dislike Slightly (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Dislike Extremely (1),1,,
100811,E,Female,2,35-44,3,Like Very Much (8),8,8,2,8,2,3,4,2,7,Might or might not purchase (3),3,Like Very Much (8),8,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,,
100812,E,Female,2,35-44,3,Like Very Much (8),8,8,5,8,2,3,3,2,6,Probably would not purchase (2),2,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Dislike Slightly (4),4,Might or might not purchase (3),3
100813,E,Female,2,18-34,2,Like Moderately (7),7,6,5,4,2,2,6,8,2,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,,
100814,E,Female,2,35-44,3,Like Slightly (6),6,7,8,3,2,3,4,3,8,Might or might not purchase (3),3,Like Moderately (7),7,Much too little (1),1,Dislike Very Much (2),2,Dislike Very Much (2),2,Not quite strong enough (2),2,Like Slightly (6),6,Neither Like nor Dislike (5),5,Definitely would not purchase (1),1
100815,E,Female,2,56-64,5,Like Moderately (7),7,5,8,4,3,6,3,7,6,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Might or might not purchase (3),3
100816,E,Female,2,35-44,3,Like Moderately (7),7,4,8,8,5,3,2,3,7,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Might or might not purchase (3),3
100817,E,Male,1,18-34,2,Like Slightly (6),6,6,6,5,2,2,3,3,7,Probably would not purchase (2),2,Like Slightly (6),6,Somewhat too little (2),2,Dislike Slightly (4),4,Dislike Slightly (4),4,Not quite strong enough (2),2,Dislike Moderately (3),3,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100818,E,Female,2,45-55,4,Like Slightly (6),6,7,7,4,2,3,5,3,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Might or might not purchase (3),3
100819,E,Male,1,35-44,3,Like Moderately (7),7,6,5,6,2,4,5,2,7,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Neither Like nor Dislike (5),5,Like Very Much (8),8,Might or might not purchase (3),3
100820,E,Female,2,35-44,3,Like Moderately (7),7,3,6,5,5,4,9,4,2,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100821,E,Female,2,45-55,4,Like Very Much (8),8,3,7,3,3,3,3,3,8,Definitely would not purchase (1),1,Like Extremely (9),9,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Might or might not purchase (3),3
100822,E,Female,2,45-55,4,Like Moderately (7),7,7,3,3,5,3,5,6,2,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100823,E,Female,2,35-44,3,Like Very Much (8),8,8,4,4,4,5,4,2,6,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Definitely would purchase (5),5
100824,E,Female,2,35-44,3,Like Extremely (9),9,5,5,8,3,5,3,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100825,E,Female,2,18-34,2,Like Moderately (7),7,5,6,5,2,3,2,3,5,Definitely would not purchase (1),1,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100826,E,Female,2,35-44,3,Like Very Much (8),8,5,7,8,2,2,3,5,7,Probably would not purchase (2),2,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100827,E,Male,1,18-34,2,Like Slightly (6),6,7,5,5,2,4,3,2,8,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100828,E,Female,2,45-55,4,Like Moderately (7),7,8,5,5,5,3,3,6,7,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100829,E,Female,2,18-34,2,Like Very Much (8),8,5,5,5,3,3,6,5,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Probably would purchase (4),4
100830,E,Female,2,35-44,3,Like Extremely (9),9,6,8,3,5,3,2,5,8,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100831,E,Female,2,18-34,2,Like Moderately (7),7,5,5,4,3,2,8,2,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Dislike Slightly (4),4,Might or might not purchase (3),3
100832,E,Female,2,35-44,3,Like Very Much (8),8,3,5,5,3,5,6,8,2,Definitely would not purchase (1),1,Like Very Much (8),8,Much too little (1),1,Dislike Moderately (3),3,Dislike Slightly (4),4,Not at all strong enough (1),1,Like Very Much (8),8,Dislike Slightly (4),4,Definitely would not purchase (1),1
100833,E,Female,2,45-55,4,Like Very Much (8),8,5,7,7,2,2,3,5,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100834,E,Male,1,35-44,3,Like Moderately (7),7,7,6,3,2,3,7,6,4,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Probably would purchase (4),4
100835,E,Female,2,35-44,3,Like Extremely (9),9,6,7,8,2,3,4,4,8,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Slightly (6),6,Like Moderately (7),7,Not quite strong enough (2),2,Like Extremely (9),9,Dislike Moderately (3),3,Probably would not purchase (2),2
100836,E,Female,2,45-55,4,Like Moderately (7),7,3,8,3,3,4,8,8,3,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Extremely (9),9,Like Very Much (8),8,Might or might not purchase (3),3
100837,E,Female,2,18-34,2,Like Extremely (9),9,8,5,5,2,3,2,5,8,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100838,E,Female,2,18-34,2,Like Very Much (8),8,7,8,4,2,3,5,4,8,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too little (2),2,,,Dislike Moderately (3),3,Not quite strong enough (2),2,Dislike Moderately (3),3,Dislike Moderately (3),3,Probably would not purchase (2),2
100839,E,Female,2,35-44,3,Like Very Much (8),8,7,3,7,5,1,3,3,5,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100840,E,Female,2,35-44,3,Like Moderately (7),7,5,8,5,2,2,3,5,3,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100841,E,Female,2,18-34,2,Like Very Much (8),8,3,7,7,2,2,4,4,5,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Probably would purchase (4),4
100842,E,Female,2,35-44,3,Like Moderately (7),7,3,5,8,5,2,7,5,6,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Just about right (3),3,,,Neither Like nor Dislike (5),5,Just about right (3),3,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Definitely would not purchase (1),1
100843,E,Female,2,18-34,2,Like Very Much (8),8,3,8,7,3,3,2,4,5,Probably would not purchase (2),2,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Probably would purchase (4),4
100844,E,Female,2,56-64,5,Like Very Much (8),8,5,5,5,3,3,2,2,6,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,,,Like Moderately (7),7,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,,
100845,E,Female,2,35-44,3,Like Very Much (8),8,7,8,7,4,2,6,5,4,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Might or might not purchase (3),3
100846,E,Male,1,18-34,2,Like Very Much (8),8,7,5,8,2,4,7,4,8,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would not purchase (2),2
100847,E,Female,2,35-44,3,Like Moderately (7),7,7,5,9,3,3,3,4,3,Probably would not purchase (2),2,Like Slightly (6),6,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Probably would not purchase (2),2
100848,E,Male,1,45-55,4,Like Very Much (8),8,5,6,7,4,2,5,7,8,Probably would purchase (4),4,Like Moderately (7),7,Just about right (3),3,,,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Very Much (8),8,Probably would purchase (4),4
100849,E,Female,2,18-34,2,Like Extremely (9),9,7,5,5,3,2,3,2,8,Definitely would purchase (5),5,Like Extremely (9),9,Somewhat too little (2),2,Like Very Much (8),8,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100850,E,Female,2,35-44,3,Like Very Much (8),8,5,5,7,4,2,3,3,8,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too much (4),4,Like Very Much (8),8,Like Very Much (8),8,Slightly too strong (4),4,Like Very Much (8),8,Like Very Much (8),8,Definitely would purchase (5),5
100851,E,Female,2,35-44,3,Like Moderately (7),7,3,3,5,3,5,5,4,3,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100852,E,Female,2,45-55,4,Like Very Much (8),8,7,3,2,3,5,1,5,6,Might or might not purchase (3),3,Like Slightly (6),6,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Extremely (9),9,Like Moderately (7),7,Probably would purchase (4),4
100853,E,Female,2,35-44,3,Like Moderately (7),7,5,7,6,4,3,5,3,6,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too little (2),2,Dislike Very Much (2),2,Dislike Very Much (2),2,Slightly too strong (4),4,Like Slightly (6),6,Dislike Very Much (2),2,Definitely would not purchase (1),1
100854,E,Female,2,45-55,4,Like Very Much (8),8,8,6,8,2,2,2,5,7,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Just about right (3),3,Like Very Much (8),8,Dislike Very Much (2),2,Probably would not purchase (2),2
100855,E,Female,2,35-44,3,Like Very Much (8),8,8,3,7,3,2,3,7,9,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100856,E,Female,2,18-34,2,Like Moderately (7),7,8,7,3,3,5,2,6,7,Probably would purchase (4),4,Like Extremely (9),9,Somewhat too little (2),2,Like Moderately (7),7,Like Very Much (8),8,Not quite strong enough (2),2,Like Extremely (9),9,Like Extremely (9),9,Probably would purchase (4),4
100857,E,Female,2,35-44,3,Like Slightly (6),6,7,6,5,3,3,6,3,6,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Like Slightly (6),6,Definitely would not purchase (1),1
100858,E,Male,1,45-55,4,Like Moderately (7),7,3,7,5,3,5,1,4,5,Might or might not purchase (3),3,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100859,E,Male,1,45-55,4,Like Moderately (7),7,8,4,7,4,2,5,4,6,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Slightly (6),6,Dislike Slightly (4),4,Not quite strong enough (2),2,Like Slightly (6),6,Dislike Moderately (3),3,Definitely would not purchase (1),1
100860,E,Female,2,18-34,2,Like Extremely (9),9,4,7,5,2,2,7,3,8,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Slightly (6),6,Like Extremely (9),9,Definitely would purchase (5),5
100861,E,Female,2,18-34,2,Like Very Much (8),8,8,5,3,3,3,2,3,7,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Slightly (6),6,Probably would purchase (4),4
100862,E,Female,2,45-55,4,Like Very Much (8),8,5,6,7,3,3,2,4,8,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Extremely (9),9,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100863,E,Female,2,35-44,3,Like Very Much (8),8,8,3,7,5,2,3,5,8,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100864,E,Female,2,18-34,2,Like Moderately (7),7,4,8,4,6,3,3,4,5,Probably would not purchase (2),2,Like Very Much (8),8,Somewhat too much (4),4,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Moderately (7),7,Like Moderately (7),7,Might or might not purchase (3),3
100865,E,Female,2,35-44,3,Neither Like nor Dislike (5),5,3,4,5,6,3,8,7,5,Probably would not purchase (2),2,Neither Like nor Dislike (5),5,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Neither Like nor Dislike (5),5,Like Slightly (6),6,Probably would purchase (4),4
100866,E,Female,2,35-44,3,Like Moderately (7),7,8,8,5,3,2,3,3,7,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Extremely (9),9,Probably would purchase (4),4
100867,E,Female,2,45-55,4,Like Slightly (6),6,5,7,7,3,7,6,7,3,Definitely would not purchase (1),1,Like Very Much (8),8,Somewhat too little (2),2,Dislike Slightly (4),4,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Slightly (6),6,Definitely would not purchase (1),1
100868,E,Female,2,35-44,3,Like Very Much (8),8,8,3,7,2,2,5,4,6,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,,,Like Moderately (7),7,Not quite strong enough (2),2,Like Moderately (7),7,Neither Like nor Dislike (5),5,Probably would purchase (4),4
100869,E,Female,2,18-34,2,Like Slightly (6),6,3,6,6,5,2,8,8,2,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Much too little (1),1,Dislike Very Much (2),2,Dislike Very Much (2),2,Not at all strong enough (1),1,Dislike Moderately (3),3,Dislike Moderately (3),3,,
100870,E,Female,2,45-55,4,Dislike Extremely (1),1,3,6,7,4,5,3,3,2,Definitely would purchase (5),5,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Moderately (7),7,Definitely would purchase (5),5
100871,E,Female,2,35-44,3,Like Very Much (8),8,3,8,3,5,1,8,5,5,Probably would not purchase (2),2,Like Slightly (6),6,Somewhat too little (2),2,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Moderately (7),7,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100872,E,Female,2,56-64,5,Like Very Much (8),8,6,6,5,3,2,7,5,2,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too little (2),2,Like Moderately (7),7,Like Moderately (7),7,Not quite strong enough (2),2,Like Slightly (6),6,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100873,E,Female,2,56-64,5,Like Moderately (7),7,5,6,8,3,1,2,5,8,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too little (2),2,Like Very Much (8),8,Like Very Much (8),8,Not quite strong enough (2),2,Like Very Much (8),8,Like Moderately (7),7,Probably would purchase (4),4
100874,E,Male,1,18-34,2,Like Moderately (7),7,6,7,6,1,5,3,3,8,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,Probably would purchase (4),4
100875,E,Female,2,45-55,4,Like Slightly (6),6,2,8,6,2,3,3,8,5,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Just about right (3),3,Like Slightly (6),6,Like Moderately (7),7,Just about right (3),3,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100876,E,Female,2,35-44,3,Like Extremely (9),9,6,8,7,5,2,4,3,7,Probably would purchase (4),4,Like Very Much (8),8,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100877,E,Male,1,35-44,3,Like Moderately (7),7,5,7,5,4,2,2,6,8,Definitely would not purchase (1),1,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Neither Like nor Dislike (5),5,Might or might not purchase (3),3
100878,E,Female,2,45-55,4,Like Moderately (7),7,5,8,8,2,3,4,3,3,Might or might not purchase (3),3,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Dislike Slightly (4),4,Like Slightly (6),6,Probably would not purchase (2),2
100879,E,Female,2,56-64,5,Like Extremely (9),9,3,8,4,3,3,3,3,7,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Very Much (8),8,Definitely would purchase (5),5
100880,E,Male,1,35-44,3,Like Extremely (9),9,5,5,5,2,5,7,3,5,Definitely would purchase (5),5,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Just about right (3),3,Like Extremely (9),9,Like Extremely (9),9,Definitely would purchase (5),5
100881,E,Female,2,45-55,4,Like Very Much (8),8,3,2,3,3,3,5,4,8,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,,,Like Very Much (8),8,Not quite strong enough (2),2,Like Very Much (8),8,Like Very Much (8),8,,
100882,E,Female,2,35-44,3,Like Very Much (8),8,5,8,8,6,3,2,3,5,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,Dislike Very Much (2),2,Dislike Very Much (2),2,Slightly too strong (4),4,Like Very Much (8),8,Dislike Extremely (1),1,Definitely would not purchase (1),1
100883,E,Female,2,56-64,5,Like Slightly (6),6,5,6,8,3,8,6,5,6,Probably would not purchase (2),2,Dislike Slightly (4),4,Somewhat too much (4),4,,,Dislike Slightly (4),4,Slightly too strong (4),4,Dislike Slightly (4),4,Like Slightly (6),6,Probably would not purchase (2),2
100884,E,Female,2,35-44,3,Like Very Much (8),8,8,6,8,3,4,3,2,5,Probably would purchase (4),4,Like Very Much (8),8,Somewhat too little (2),2,,,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Like Slightly (6),6,Probably would not purchase (2),2
100885,E,Female,2,18-34,2,Dislike Moderately (3),3,7,5,3,2,4,3,8,8,Might or might not purchase (3),3,Neither Like nor Dislike (5),5,Just about right (3),3,Neither Like nor Dislike (5),5,Neither Like nor Dislike (5),5,Just about right (3),3,Neither Like nor Dislike (5),5,Dislike Slightly (4),4,Might or might not purchase (3),3
100886,E,Female,2,45-55,4,Like Extremely (9),9,3,7,8,3,2,3,3,7,Might or might not purchase (3),3,Like Extremely (9),9,Somewhat too little (2),2,Like Moderately (7),7,Like Slightly (6),6,Not quite strong enough (2),2,Like Extremely (9),9,Dislike Moderately (3),3,Probably would not purchase (2),2
100887,E,Male,1,56-64,5,Like Moderately (7),7,5,3,6,3,2,2,6,8,Might or might not purchase (3),3,Dislike Slightly (4),4,Somewhat too little (2),2,Dislike Slightly (4),4,Dislike Moderately (3),3,Not quite strong enough (2),2,Dislike Slightly (4),4,Like Slightly (6),6,Probably would not purchase (2),2
100888,E,Female,2,18-34,2,Like Moderately (7),7,3,7,6,6,5,3,5,6,Probably would purchase (4),4,Like Extremely (9),9,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100889,E,Female,2,45-55,4,Like Very Much (8),8,7,6,5,2,3,5,3,7,Might or might not purchase (3),3,Like Very Much (8),8,Just about right (3),3,,,Like Moderately (7),7,Just about right (3),3,Like Moderately (7),7,Like Moderately (7),7,Probably would purchase (4),4
100890,E,Male,1,35-44,3,Like Slightly (6),6,5,6,4,3,2,3,3,8,Probably would not purchase (2),2,Like Moderately (7),7,Just about right (3),3,Dislike Moderately (3),3,Dislike Moderately (3),3,Not quite strong enough (2),2,Dislike Slightly (4),4,Neither Like nor Dislike (5),5,Probably would not purchase (2),2
100891,E,Male,1,35-44,3,Neither Like nor Dislike (5),5,2,7,7,3,2,4,5,6,Probably would purchase (4),4,Like Moderately (7),7,Somewhat too little (2),2,Like Slightly (6),6,Like Slightly (6),6,Not quite strong enough (2),2,Like Slightly (6),6,Dislike Slightly (4),4,Probably would not purchase (2),2
100892,E,Female,2,45-55,4,Like Very Much (8),8,8,8,5,5,2,3,5,2,Might or might not purchase (3),3,Like Extremely (9),9,Just about right (3),3,,,Like Very Much (8),8,Just about right (3),3,Like Very Much (8),8,Like Very Much (8),8,,
